724,390
724,390
724,390
724,390
724,389
724,389
724,388
723,388
723,387
723,388
721,387
720,387
719,388
717,388
715,387
713,388
713,387
711,387
711,388
711,389
711,388
711,388
712,390
712,389
714,390
714,389
716,389
718,390
718,389
719,389
720,390
720,389
720,389
721,389
721,389
721,389
721,389
721,389
720,388
720,389
719,388
718,389
718,389
717,388
716,388
715,389
714,388
713,388
712,389
712,388
711,388
710,388
711,388
710,387
711,388
711,387
711,388
711,387
713,387
713,387
714,386
714,386
716,387
717,386
717,386
718,386
719,386
720,385
719,384
720,383
718,382
718,381
717,380
716,380
715,380
712,380
710,381
709,381
705,382
702,381
700,379
698,378
695,371
694,369
693,366
691,363
690,357
688,356
687,355
686,354
684,357
682,357
681,361
680,363
679,367
678,366
677,364
677,363
679,361
678,362
677,361
675,362
674,360
674,360
674,358
673,355
674,347
674,346
677,340
676,337
677,334
677,331
677,331
677,331
676,334
675,338
675,341
674,345
673,349
671,353
670,353
666,354
660,354
654,353
650,353
645,354
634,352
629,352
624,353
617,352
606,353
601,355
597,357
591,358
576,357
570,357
562,358
557,358
543,357
537,355
531,356
525,355
511,361
505,364
498,366
492,369
477,373
467,373
458,373
448,374
431,378
421,380
414,381
405,382
384,378
373,376
364,376
354,377
335,378
327,380
316,380
304,380
280,378
271,379
261,380
250,382
231,387
221,388
213,390
203,392
181,391
170,392
163,392
157,393
149,393
141,392
129,391
122,391
116,387
111,388
101,385
96,387
92,388
87,390
80,395
78,395
79,396
80,396
85,393
89,391
94,389
97,389
107,387
113,386
118,384
124,384
133,383
139,384
145,385
150,385
161,384
168,384
176,382
182,382
193,379
200,378
204,378
209,376
219,377
226,378
230,379
236,384
246,391
250,396
254,397
256,398
256,398
256,398
253,396
251,394
243,388
239,386
235,385
231,383
222,380
217,378
212,375
206,373
197,371
193,371
187,370
180,370
171,368
167,369
161,370
157,370
146,371
140,372
132,371
127,372
119,372
114,372
111,372
108,372
102,367
100,367
99,363
97,362
97,357
95,358
93,357
93,357
91,359
92,361
92,362
94,363
100,361
105,360
108,360
113,360
122,361
127,360
131,359
137,356
149,353
156,352
161,352
168,352
178,352
185,352
190,350
196,347
210,342
216,342
224,342
230,343
244,344
250,344
252,344
258,342
265,337
267,336
272,333
